,emotion,sentence,label,tokenized_sentence,cleaned_tokens
16561,E65,은퇴 후 해보고 싶었던 일로 첫 도전을 했던 마라톤에 참여하여 완주를 해서 정말 기뻐.,1,"['은퇴', '후', '해보고', '싶었던', '일로', '첫', '도전을', '했던', '마라톤', '##에', '참여', '##하여', '완', '##주를', '해서', '정말', '기뻐', '.']","['은퇴', '후', '해보고', '싶었던', '일로', '첫', '도전을', '했던', '마라톤', '참여', '완', '해서', '정말', '기뻐']"
16573,E67,꼭 제 시간에 먹어야 하는 혈압 약을 잃어버렸는데 아내가 챙겨놨어 다행이야 감사해라.,1,"['꼭', '제', '시간에', '먹어야', '하는', '혈압', '약을', '잃어버', '##렸는데', '아내가', '챙겨', '##놨', '##어', '다행이', '##야', '감사', '##해라', '.']","['꼭', '제', '시간에', '먹어야', '하는', '혈압', '약을', '잃어버', '아내가', '챙겨', '다행이', '감사']"
16574,E67,아내의 손 떨림 증상 때문에 물건을 찾아주다가 하마터면 차 사고가 날 뻔했어. 다행이야.,1,"['아내의', '손', '떨', '##림', '증상', '때문에', '물건을', '찾아', '##주', '##다가', '하마', '##터', '##면', '차', '사고가', '날', '뻔', '##했어', '.', '다행이', '##야', '.']","['아내의', '손', '떨', '증상', '때문에', '물건을', '찾아', '하마', '차', '사고가', '날', '뻔', '다행이']"
16575,E67,위 절제술을 받으러 들어가는데 아내가 손을 꼭 잡아줘서 마음이 편안했어.,1,"['위', '절제', '##술을', '받으러', '들어가는', '##데', '아내가', '손을', '꼭', '잡아', '##줘서', '마음이', '편안', '##했어', '.']","['위', '절제', '받으러', '들어가는', '아내가', '손을', '꼭', '잡아', '마음이', '편안']"
16576,E67,의사는 아내의 극심한 통증에 비해 치료시기를 놓친 것은 아니니 걱정하지 말라고 했어. 다행이야.,1,"['의사', '##는', '아내의', '극심한', '통증', '##에', '비해', '치료', '##시기', '##를', '놓', '##친', '것은', '아니니', '걱정하지', '말라고', '했어', '.', '다행이', '##야', '.']","['의사', '아내의', '극심한', '통증', '비해', '치료', '놓', '것은', '아니니', '걱정하지', '말라고', '했어', '다행이']"
16616,E69,학교폭력위원회에 신고했어. 그래서 지금 기분이 좋아.,1,"['학교', '##폭력', '##위원회에', '신고', '##했어', '.', '그래서', '지금', '기분이', '좋아', '.']","['학교', '신고', '그래서', '지금', '기분이', '좋아']"
16655,E62,그 과일장수는 항상 품질이 좋은 과일만 가져다 줘서 자주 가게 돼.,1,"['그', '과일', '##장', '##수는', '항상', '품질이', '좋은', '과일', '##만', '가져다', '줘서', '자주', '가게', '돼', '.']","['그', '과일', '항상', '품질이', '좋은', '과일', '가져다', '줘서', '자주', '가게', '돼']"
16656,E62,최씨 할머니는 내 심정을 항상 잘 이해해줘.,1,"['최', '##씨', '할머니', '##는', '내', '심', '##정을', '항상', '잘', '이해', '##해', '##줘', '.']","['최', '할머니', '내', '심', '항상', '잘', '이해']"
16661,E67,아들이 교통사고를 당해서 수술을 했는데 다행히 잘 회복되어 한시름 놓았어.,1,"['아들이', '교통사고', '##를', '당해', '##서', '수술을', '했는데', '다행히', '잘', '회복', '##되어', '한시', '##름', '놓', '##았', '##어', '.']","['아들이', '교통사고', '당해', '수술을', '했는데', '다행히', '잘', '회복', '한시', '놓']"
16662,E67,아내가 허리 수술을 받느라고 꼼짝도 못하다가 이제 서서히 움직이니까 너무나 좋아.,1,"['아내가', '허리', '수술을', '받', '##느라고', '꼼짝', '##도', '못하다', '##가', '이제', '서서히', '움직이', '##니까', '너무나', '좋아', '.']","['아내가', '허리', '수술을', '받', '꼼짝', '못하다', '이제', '서서히', '움직이', '너무나', '좋아']"
16663,E67,얼마 전에 처음으로 위 내시경을 해봤더니 건강하다고 해서 기분이 정말 좋았어.,1,"['얼마', '전에', '처음으로', '위', '내', '##시경', '##을', '해봤', '##더니', '건강', '##하다고', '해서', '기분이', '정말', '좋았', '##어', '.']","['얼마', '전에', '처음으로', '위', '내', '해봤', '건강', '해서', '기분이', '정말', '좋았']"
16664,E67,요새 소화불량 증세가 나타나서 산책을 하기 시작했더니 좋아져서 다행이야.,1,"['요새', '소화', '##불량', '증', '##세가', '나타나', '##서', '산책을', '하기', '시작', '##했더니', '좋아', '##져서', '다행이', '##야', '.']","['요새', '소화', '증', '나타나', '산책을', '하기', '시작', '좋아', '다행이']"
16705,E68,막내딸이 결혼을 하는데 돈을 보태줄 수 있어 너무 기뻐.,1,"['막내', '##딸', '##이', '결혼을', '하는데', '돈을', '보태', '##줄', '수', '있어', '너무', '기뻐', '.']","['막내', '결혼을', '하는데', '돈을', '보태', '수', '있어', '너무', '기뻐']"
16706,E68,재취업이 돼서 받게 된 첫 월급으로 온 가족이 외식을 할 예정이야. 너무 행복해.,1,"['재', '##취', '##업이', '돼서', '받게', '된', '첫', '월급', '##으로', '온', '가족이', '외식', '##을', '할', '예정이', '##야', '.', '너무', '행복해', '.']","['재', '돼서', '받게', '된', '첫', '월급', '온', '가족이', '외식', '할', '예정이', '너무', '행복해']"
16707,E68,그 동안 고생한 아내에게 같이 준비한 노후자금의 반을 주려고해. 너무 기쁘고 신나.,1,"['그', '동안', '고생', '##한', '아내', '##에게', '같이', '준비한', '노후', '##자금', '##의', '반을', '주려고', '##해', '.', '너무', '기쁘', '##고', '신나', '.']","['그', '동안', '고생', '아내', '같이', '준비한', '노후', '반을', '주려고', '너무', '기쁘', '신나']"
16719,E66,병이 심해져 더 쓸 치료제가 없어서 담담하게 죽음을 맞이할 준비를 하고 있어서 행복해.,1,"['병이', '심해', '##져', '더', '쓸', '치료', '##제가', '없어서', '담', '##담', '##하게', '죽음을', '맞이', '##할', '준비를', '하고', '있어서', '행복해', '.']","['병이', '심해', '더', '쓸', '치료', '없어서', '담', '죽음을', '맞이', '준비를', '하고', '있어서', '행복해']"
16720,E66,허리 재활치료를 마치고 아들과 함께 집으로 돌아가는 이 길이 평화롭고 소중해.,1,"['허리', '재활', '##치료를', '마치고', '아들과', '함께', '집으로', '돌아가는', '이', '길이', '평화', '##롭고', '소중', '##해', '.']","['허리', '재활', '마치고', '아들과', '함께', '집으로', '돌아가는', '이', '길이', '평화', '소중']"
16721,E66,암으로 죽을 뻔한 위기를 넘긴 뒤 무언가 깨달은 게 있어. 친구들과 템플스테이를 다녀온 순간이 소중해.,1,"['암', '##으로', '죽을', '뻔한', '위기를', '넘', '##긴', '뒤', '무언가', '깨달', '##은', '게', '있어', '.', '친구들과', '템', '##플', '##스테', '##이를', '다녀온', '순간이', '소중', '##해', '.']","['암', '죽을', '뻔한', '위기를', '넘', '뒤', '무언가', '깨달', '게', '있어', '친구들과', '템', '다녀온', '순간이', '소중']"
16722,E66,시력이 안 좋아서 눈 수술을 하고 난 뒤 돋보기 안경이 없어도 신문을 읽을 수 있어서 행복해.,1,"['시력', '##이', '안', '좋아서', '눈', '수술을', '하고', '난', '뒤', '돋보', '##기', '안경', '##이', '없어도', '신문', '##을', '읽을', '수', '있어서', '행복해', '.']","['시력', '안', '좋아서', '눈', '수술을', '하고', '난', '뒤', '돋보', '안경', '없어도', '신문', '읽을', '수', '있어서', '행복해']"
16723,E66,병을 완쾌한 후 제 이의 인생을 사는 기분으로 모든 것에 여유롭게 생활할 수 있어서 감사해.,1,"['병을', '완', '##쾌한', '후', '제', '이의', '인생을', '사는', '기분', '##으로', '모든', '것에', '여유롭게', '생활', '##할', '수', '있어서', '감사', '##해', '.']","['병을', '완', '후', '제', '이의', '인생을', '사는', '기분', '모든', '것에', '여유롭게', '생활', '수', '있어서', '감사']"
16776,E61,항상 콜센터 업무를 하며 진상손님에 대한 업무를 해결하는 부분에 어려움을 겪었는데 부장님이 도와주셔서 너무 감사했어.,1,"['항상', '콜', '##센터', '업무를', '하며', '진상', '##손', '##님', '##에', '대한', '업무를', '해결하는', '부분에', '어려움을', '겪', '##었는데', '부장', '##님이', '도와주', '##셔서', '너무', '감사', '##했어', '.']","['항상', '콜', '업무를', '하며', '진상', '대한', '업무를', '해결하는', '부분에', '어려움을', '겪', '부장', '도와주', '너무', '감사']"
16777,E61,지금까지 우리 회사에서 다년간 일 해오면서 밝고 유머러스한 직원들 덕분에 분위기가 항상 화기애애했어.,1,"['지금까지', '우리', '회사에서', '다', '##년간', '일', '해', '##오면서', '밝고', '유머', '##러스', '##한', '직원', '##들', '덕분에', '분위기가', '항상', '화', '##기', '##애', '##애', '##했어', '.']","['지금까지', '우리', '회사에서', '다', '일', '해', '밝고', '유머', '직원', '덕분에', '분위기가', '항상', '화']"
16778,E61,다들 연봉을 삭감하면서까지 힘써준 것에 대해 감사했어.,1,"['다들', '연봉', '##을', '삭', '##감', '##하면서', '##까지', '힘', '##써', '##준', '것에', '대해', '감사', '##했어', '.']","['다들', '연봉', '삭', '힘', '것에', '대해', '감사']"
16779,E61,부장님의 적절한 업무 분담으로 다들 능률이 오른 것에 대해 기뻤어.,1,"['부장', '##님의', '적절한', '업무', '분', '##담', '##으로', '다들', '능', '##률이', '오른', '것에', '대해', '기', '##뻤', '##어', '.']","['부장', '적절한', '업무', '분', '다들', '능', '오른', '것에', '대해', '기']"
16780,E61,가족들의 응원 덕에 좋은 회사에 재취업 할 수 있어서 기뻤어.,1,"['가족들', '##의', '응원', '덕에', '좋은', '회사에', '재', '##취', '##업', '할', '수', '있어서', '기', '##뻤', '##어', '.']","['가족들', '응원', '덕에', '좋은', '회사에', '재', '할', '수', '있어서', '기']"
16781,E61,동료의 조언 덕분에 일찍 업무를 시작해 끝낼 수 있음에 감사했어.,1,"['동료', '##의', '조언', '덕분에', '일찍', '업무를', '시작해', '끝낼', '수', '있음', '##에', '감사', '##했어', '.']","['동료', '조언', '덕분에', '일찍', '업무를', '시작해', '끝낼', '수', '있음', '감사']"
16782,E61,칭찬을 잘 하지 않는 부장님이 칭찬해 주셔서 기뻤고 더 도전적인 사람이 되었어.,1,"['칭찬을', '잘', '하지', '않는', '부장', '##님이', '칭찬', '##해', '주셔서', '기', '##뻤', '##고', '더', '도전', '##적인', '사람이', '되었', '##어', '.']","['칭찬을', '잘', '하지', '않는', '부장', '칭찬', '주셔서', '기', '더', '도전', '사람이', '되었']"
16783,E61,회사에 치명적인 실수였지만 대표님이 용서해주셔서 기뻤어.,1,"['회사에', '치명적인', '실수', '##였지만', '대표', '##님이', '용서', '##해주셔서', '기', '##뻤', '##어', '.']","['회사에', '치명적인', '실수', '대표', '용서', '기']"
16847,E64,내가 정신이 있을 때 자식들에게 재산을 잘 물려준 것 같아. 자식들 간 다툼이 없어.,1,"['내가', '정신이', '있을', '때', '자식', '##들에게', '재산을', '잘', '물려', '##준', '것', '같아', '.', '자식', '##들', '간', '다툼', '##이', '없어', '.']","['내가', '정신이', '있을', '때', '자식', '재산을', '잘', '물려', '것', '같아', '자식', '간', '다툼', '없어']"
16848,E64,병 때문에 정년을 채우지 못했는데 생각보다 퇴직금이 많이 나와서 기뻐.,1,"['병', '때문에', '정', '##년을', '채우', '##지', '못했는데', '생각보다', '퇴직', '##금이', '많이', '나와서', '기뻐', '.']","['병', '때문에', '정', '채우', '못했는데', '생각보다', '퇴직', '많이', '나와서', '기뻐']"
16849,E64,적금에서 발생한 이자로 수술비를 낼 수 있어서 돈을 번 느낌이라 기뻐.,1,"['적', '##금에', '##서', '발생한', '이자', '##로', '수술', '##비를', '낼', '수', '있어서', '돈을', '번', '느낌이라', '기뻐', '.']","['적', '발생한', '이자', '수술', '낼', '수', '있어서', '돈을', '번', '느낌이라', '기뻐']"
16850,E64,노령연금 받는 게 정말 만족스러워.,1,"['노', '##령', '##연금', '받는', '게', '정말', '만족스러', '##워', '.']","['노', '받는', '게', '정말', '만족스러']"
16851,E64,아내 간병도 하면서 일할 수 있는 자리를 찾아서 만족스러워.,1,"['아내', '간', '##병', '##도', '하면서', '일할', '수', '있는', '자리를', '찾아서', '만족스러', '##워', '.']","['아내', '간', '하면서', '일할', '수', '있는', '자리를', '찾아서', '만족스러']"
16852,E64,내가 보험금으로 주식투자로 돈을 많이 벌어서 지금 만족스럽게 치료를 받고 있어.,1,"['내가', '보험', '##금으로', '주식', '##투자', '##로', '돈을', '많이', '벌어', '##서', '지금', '만족스럽게', '치료를', '받고', '있어', '.']","['내가', '보험', '주식', '돈을', '많이', '벌어', '지금', '만족스럽게', '치료를', '받고', '있어']"
16853,E61,나와 같은 심장병을 가진 사람들을 위해 후원하는 단체가 늘어나서 기뻐.,1,"['나와', '같은', '심장', '##병을', '가진', '사람들을', '위해', '후원', '##하는', '단체', '##가', '늘어나', '##서', '기뻐', '.']","['나와', '같은', '심장', '가진', '사람들을', '위해', '후원', '단체', '늘어나', '기뻐']"
